bin_online,ent_coef,logp_mean,qw_mean,w_absmean,mu_absmean,w_frac_sat,log_std_mean,offline_p,run,task,group,seed,entropy_estimate,ratio_ge_gq,gq_norm
30000,0.08223250985145562,0.08151755183935164,-5.3886607646942135,0.6197034478187561,0.8025798559188843,0.22918528020381929,-0.4024759531021118,0.0,can_alr_double_s2,can,alr_double,2,-0.08151755183935164,,
35000,0.0838918156921863,0.21219732612371445,-1.6818909347057343,0.620800718665123,0.8032399564981461,0.2351423092186451,-0.39702166616916656,0.0,can_alr_double_s2,can,alr_double,2,-0.21219732612371445,,
40000,0.07904103472828859,0.14715765044093135,0.5634528398513795,0.6168169379234314,0.7924357652664185,0.2280622310936451,-0.41471702605485916,0.0,can_alr_double_s2,can,alr_double,2,-0.14715765044093135,,
45000,0.07135602291673418,0.06842393055558203,-3.5100993514060974,0.6172332018613815,0.7967674285173416,0.2287597768008709,-0.4055266752839088,0.0,can_alr_double_s2,can,alr_double,2,-0.06842393055558203,,
50000,0.06548262699507171,0.11598467454314224,-7.152461871504784,0.6190720498561859,0.7952557504177094,0.2282714992761612,-0.40953115373849863,0.0,can_alr_double_s2,can,alr_double,2,-0.11598467454314224,,
55000,0.05950206811539827,0.3631591945886612,-14.84302306175232,0.6178625971078873,0.7933999449014664,0.2283063717186451,-0.4139055237174034,0.0,can_alr_double_s2,can,alr_double,2,-0.3631591945886612,,
60000,0.05578052945435043,0.2566217243671417,-18.77436065673828,0.6215870380401611,0.794917619228363,0.22943639755249023,-0.40780526399612427,0.0,can_alr_double_s2,can,alr_double,2,-0.2566217243671417,,
65000,0.04994960650801655,-0.5200053825974464,-23.654584407806396,0.6133322417736053,0.7771556824445724,0.2210170291364193,-0.4078965857625007,0.0,can_alr_double_s2,can,alr_double,2,0.5200053825974464,,
70000,0.04694220214150838,0.2218877375125885,-27.706066608428955,0.6191519796848297,0.7973172813653946,0.231584832072258,-0.4107806161046028,0.0,can_alr_double_s2,can,alr_double,2,-0.2218877375125885,,
75000,0.04691609055735167,0.3196614235639572,-29.834550857543945,0.6221693456172943,0.7984743416309357,0.2348981723189354,-0.40831130743026733,0.0,can_alr_double_s2,can,alr_double,2,-0.3196614235639572,,
80000,0.046462276857346246,-0.2553424760699272,-30.027228832244873,0.6181611716747284,0.7845584899187088,0.2282017432153225,-0.40224306285381317,0.0,can_alr_double_s2,can,alr_double,2,0.2553424760699272,,
85000,0.04452090268023307,0.12195722758769992,-30.65513515472412,0.6168944984674454,0.7899876534938812,0.2281668595969677,-0.41786074638366694,0.0,can_alr_double_s2,can,alr_double,2,-0.12195722758769992,,
90000,0.045194050893187475,0.07957706451416016,-31.77391242980957,0.6213207840919495,0.7920087575912476,0.23007813692092896,-0.4079281210899353,0.0,can_alr_double_s2,can,alr_double,2,-0.07957706451416016,,
95000,0.04340904266573485,0.06169953383505345,-32.41075277328491,0.6208217293024063,0.7905278354883194,0.2284807600080967,-0.4114290177822113,0.0,can_alr_double_s2,can,alr_double,2,-0.06169953383505345,,
100000,0.04182171770371493,-0.45874857902526855,-29.244252681732178,0.6152710318565369,0.7798455506563187,0.2214355617761612,-0.41912613809108734,0.0,can_alr_double_s2,can,alr_double,2,0.45874857902526855,,
105000,0.041808667965233304,-0.23143585771322256,-29.007937908172607,0.6191243678331375,0.7796967476606369,0.2251325435936451,-0.41954968869686127,0.0,can_alr_double_s2,can,alr_double,2,0.23143585771322256,,
110000,0.041215580189600524,-0.1476965844631195,-29.966189861297607,0.6210159212350845,0.7834857702255249,0.225969597697258,-0.4152712523937225,0.0,can_alr_double_s2,can,alr_double,2,0.1476965844631195,,
115000,0.04157759421505028,0.2602152116596699,-32.533467292785645,0.621246337890625,0.7920876890420914,0.2251674234867096,-0.4267383813858032,0.0,can_alr_double_s2,can,alr_double,2,-0.2602152116596699,,
120000,0.04136032070964568,0.3690089672803879,-31.521752548217773,0.6219466686248779,0.788105046749115,0.2275390714406967,-0.4265197813510895,0.0,can_alr_double_s2,can,alr_double,2,-0.3690089672803879,,
0,0.18492328962311144,-10.299459099769592,56.101253509521484,0.5567692667245865,0.4546901546418667,0.1413574293255806,-0.29705528169870377,0.0,can_alr_double_s3,can,alr_double,3,10.299459099769592,,
5000,0.07132477285340423,1.4477646499872208,-7.380625084042549,0.6204179525375366,0.813733845949173,0.2305385172367096,-0.43890874832868576,0.0,can_alr_double_s3,can,alr_double,3,-1.4477646499872208,,
10000,0.0877546365372836,-0.01605430990457546,-34.6614785194397,0.6174661219120026,0.7970777601003647,0.2275739498436451,-0.3862336128950119,0.0,can_alr_double_s3,can,alr_double,3,0.01605430990457546,,
15000,0.07981231259182092,0.21834790706634521,-31.552019596099854,0.6133607774972916,0.7877116650342941,0.2217843271791935,-0.4202612191438675,0.0,can_alr_double_s3,can,alr_double,3,-0.21834790706634521,,
20000,0.07656840458512303,0.5837539210915565,-30.670100212097168,0.6209678202867508,0.8121913224458694,0.2337821014225483,-0.39438101649284363,0.0,can_alr_double_s3,can,alr_double,3,-0.5837539210915565,,
25000,0.07172797014936799,0.3054159209132194,-25.742108821868896,0.6193966269493103,0.8021050691604614,0.2359096072614193,-0.39392165094614023,0.0,can_alr_double_s3,can,alr_double,3,-0.3054159209132194,,
30000,0.06703565694391725,0.816525137424469,-29.020326614379883,0.625064241886139,0.8257268667221069,0.24190849363803862,-0.38963668942451474,0.0,can_alr_double_s3,can,alr_double,3,-0.816525137424469,,
35000,0.06732296114787455,-0.39350520819425583,-28.68042516708374,0.6191143691539764,0.7968319654464722,0.2269112840294838,-0.38456399738788605,0.0,can_alr_double_s3,can,alr_double,3,0.39350520819425583,,
40000,0.06330643021501595,0.748104341328144,-29.88656711578369,0.6251640468835831,0.8227073103189468,0.2418387420475483,-0.3879030719399452,0.0,can_alr_double_s3,can,alr_double,3,-0.748104341328144,,
45000,0.0586635109968483,0.5443791970610619,-32.56612968444824,0.6224420368671417,0.8102881759405136,0.2395368404686451,-0.39147617667913437,0.0,can_alr_double_s3,can,alr_double,3,-0.5443791970610619,,
50000,0.0572350376285612,0.5203899387270212,-36.44127655029297,0.6235475838184357,0.8120640963315964,0.2363630123436451,-0.3908222168684006,0.0,can_alr_double_s3,can,alr_double,3,-0.5203899387270212,,
55000,0.05931903049349783,-0.17387958243489265,-37.594871520996094,0.6219249367713928,0.8005994260311127,0.2272251807153225,-0.39343418180942535,0.0,can_alr_double_s3,can,alr_double,3,0.17387958243489265,,
60000,0.059147731028497165,0.0737768232822418,-34.26965560913086,0.6235630989074707,0.8098254799842834,0.2338169753551483,-0.3890387713909149,0.0,can_alr_double_s3,can,alr_double,3,-0.0737768232822418,,
65000,0.0545799473766237,0.09713612124323845,-34.077364921569824,0.6238245218992233,0.8064897507429123,0.2338867336511612,-0.3939201831817627,0.0,can_alr_double_s3,can,alr_double,3,-0.09713612124323845,,
70000,0.056995259458199096,0.1266445443034172,-34.4038028717041,0.6263959407806396,0.8064547777175903,0.2339913584291935,-0.3923357352614403,0.0,can_alr_double_s3,can,alr_double,3,-0.1266445443034172,,
75000,0.056533446256071304,0.578165665268898,-33.96823310852051,0.6266262233257294,0.8152731209993362,0.2376883439719677,-0.3995616063475608,0.0,can_alr_double_s3,can,alr_double,3,-0.578165665268898,,
80000,0.057452260423451654,0.10617620497941971,-34.58571434020996,0.6278135180473328,0.8061252236366272,0.2363978922367096,-0.3908335044980049,0.0,can_alr_double_s3,can,alr_double,3,-0.10617620497941971,,
85000,0.0578159025404602,0.12014046311378479,-34.999464988708496,0.6241147965192795,0.8020558506250381,0.232805535197258,-0.3953190892934799,0.0,can_alr_double_s3,can,alr_double,3,-0.12014046311378479,,
90000,0.0576633803546428,-0.20875995755195617,-33.941139221191406,0.625158166885376,0.8063628911972046,0.2358258992433548,-0.3867787003517151,0.0,can_alr_double_s3,can,alr_double,3,0.20875995755195617,,
95000,0.05617751656100148,0.3796255365014076,-33.42079734802246,0.6259412616491318,0.8119989186525345,0.2335728332400322,-0.4025743082165718,0.0,can_alr_double_s3,can,alr_double,3,-0.3796255365014076,,
100000,0.05431429543532425,-0.23730385303497314,-33.02829551696777,0.6235567182302475,0.7967374473810196,0.2260742299258709,-0.4065573364496231,0.0,can_alr_double_s3,can,alr_double,3,0.23730385303497314,,
105000,0.0533315784297883,0.26563619077205664,-35.44662094116211,0.6258008927106857,0.806866317987442,0.2292131818830967,-0.40473543852567667,0.0,can_alr_double_s3,can,alr_double,3,-0.26563619077205664,,
110000,0.05315599534660572,0.27664351835846906,-37.59418773651123,0.6269900500774384,0.8127182126045227,0.236467644572258,-0.4101004227995872,0.0,can_alr_double_s3,can,alr_double,3,-0.27664351835846906,,
115000,0.0528598837088793,0.5870275422930717,-39.10906982421875,0.6289453506469727,0.8205388933420181,0.2355259582400322,-0.4054928719997406,0.0,can_alr_double_s3,can,alr_double,3,-0.5870275422930717,,
120000,0.052501964122056946,-0.2959397792816162,-34.9778335571289,0.6221386194229126,0.7936249494552612,0.2298549234867096,-0.4030650436878204,0.0,can_alr_double_s3,can,alr_double,3,0.2959397792816162,,
0,0.5960236396640539,-16.848502159118652,164.7325210571289,0.5212883502244949,0.22232049703598017,0.09978376515209675,-0.19051180034875864,0.0,can_alr_half_s1,can,alr_half,1,16.848502159118652,,
5000,0.26038882117718454,-8.273669838905334,184.4216079711914,0.5647403746843338,0.5629847943782806,0.1520647406578064,-0.33373192697763443,0.0,can_alr_half_s1,can,alr_half,1,8.273669838905334,,
10000,0.1286099478602409,-2.765956461429596,111.66752243041992,0.5840539634227753,0.6973292380571365,0.1806640699505806,-0.43802743405103683,0.0,can_alr_half_s1,can,alr_half,1,2.765956461429596,,
15000,0.09625060204416509,0.6623930390924215,46.45432662963867,0.6123589426279068,0.7969425916671753,0.2154366672039032,-0.4579360634088516,0.0,can_alr_half_s1,can,alr_half,1,-0.6623930390924215,,
