task,group,bin_online,ent_coef_mean,ent_coef_sem,ent_coef_count,logp_mean_mean,logp_mean_sem,logp_mean_count,qw_mean_mean,qw_mean_sem,qw_mean_count,w_absmean_mean,w_absmean_sem,w_absmean_count,mu_absmean_mean,mu_absmean_sem,mu_absmean_count,w_frac_sat_mean,w_frac_sat_sem,w_frac_sat_count,log_std_mean_mean,log_std_mean_sem,log_std_mean_count,offline_p_mean,offline_p_sem,offline_p_count,ratio_ge_gq_mean,ratio_ge_gq_sem,ratio_ge_gq_count,gq_norm_mean,gq_norm_sem,gq_norm_count,entropy_estimate_mean,entropy_estimate_sem,entropy_estimate_count
can,cql,0,0.37003891672939065,0.0046737353942914684,3,-12.973925828933716,0.24693670878958324,3,-17.08146623770396,6.890675900843123,3,0.5512824952602386,0.002339458216039593,3,0.42972995340824127,0.01067069234154979,3,0.1324521079659462,0.002416478378860725,3,-0.22903797527154282,0.002810663194615408,3,0.0,0.0,3,0.6467347399760629,0.0024948866723852377,3,2.2910773555437722,0.0727604185522248,3,12.973925828933716,0.24693670878958324,3
can,cql,5000,0.0908295232802629,0.0006499556087617984,3,-2.2502018759648004,0.3258238603157839,3,7.793116271495819,5.823453482509111,3,0.6132004658381144,0.0025778730882599936,3,0.755678708354632,0.010934635401814396,3,0.21772694463531175,0.004092312874701234,3,-0.3549625227848689,0.0045854088425404,3,0.0,0.0,3,0.567305601672489,0.006312675515036887,3,1.0998054941495259,0.023459854999817745,3,2.2502018759648004,0.3258238603157839,3
can,cql,10000,0.0707156565971672,0.0017878598709131683,3,0.41947835435469943,0.18205394298911157,3,-2.8423655033111572,3.55885833626729,3,0.6259770294030508,0.0009419210442416872,3,0.8182347218195597,0.004854104590508454,3,0.23760696748892465,0.001559928925213994,3,-0.3866456672549248,0.0030872400522759446,3,0.0,0.0,3,0.522992175528154,0.008946686872722135,3,1.018839920560519,0.0295567282348084,3,-0.41947835435469943,0.18205394298911157,3
can,cql,15000,0.0656496308278292,0.0015063969870613007,3,0.15904817730188373,0.07383825038910354,3,-9.440500418345133,3.4469849997030972,3,0.6262843857208887,0.0006032378820106695,3,0.8118845174709955,0.001219368006264226,3,0.23656065141161284,0.002044248764694777,3,-0.38524119307597476,0.0058054392027526895,3,0.0,0.0,3,0.5102420748790585,0.004865574711223887,3,0.9630394081274668,0.019385332628995233,3,-0.15904817730188373,0.07383825038910354,3
can,cql,20000,0.061066278287519975,0.0011239440400191137,3,0.096686656276385,0.17407597943937128,3,-13.798240264256796,2.5710995586124095,3,0.6256664047638575,0.0014978625677916036,3,0.811094120144844,0.006024548956294213,3,0.23341007654865584,0.0036699819322184093,3,-0.3907414947946866,0.00701329199756881,3,0.0,0.0,3,0.5280817508070957,0.0038153513551961267,3,0.8763206303119659,0.022706799459445072,3,-0.096686656276385,0.17407597943937128,3
can,cql,25000,0.05685490422571695,0.0008899068882176064,3,0.03839523469408355,0.41799982760800025,3,-18.38926116625468,1.3127133642736581,3,0.6271234204371771,0.0025335637622593307,3,0.8091845810413361,0.006929567293741776,3,0.23597936456402144,0.003965946799990791,3,-0.39022202293078107,0.008082197583770368,3,0.0,0.0,3,0.5239247847160002,0.004851674215236416,3,0.8181100487709045,0.02065007112608675,3,-0.03839523469408355,0.41799982760800025,3
can,cql,30000,0.05287897280106938,0.0014814711078723847,3,-0.13428386251131694,0.05074883362377437,3,-23.135933430989585,1.0949081225757586,3,0.6233419656753539,0.0019016939865836681,3,0.8042155702908834,0.004040880360220837,3,0.2316499372323354,0.0021658412204954604,3,-0.39522108038266496,0.004463191288053226,3,0.0,0.0,3,0.5195411636641096,0.0028381679702915437,3,0.7691294352213541,0.024605207297514732,3,0.13428386251131694,0.05074883362377437,3
can,cql,35000,0.05059268420251702,0.002140239559310514,3,-0.20716073860724768,0.20108993140097617,3,-27.207802931467693,1.2744725169070104,3,0.6231092760960261,0.0030201944707696415,3,0.8001695523659388,0.0068361764798494686,3,0.2320382334291935,0.0024982893642224277,3,-0.3924778625369072,0.003046525916515439,3,0.0,0.0,3,0.5171520756130651,0.008043879992341789,3,0.7343903382619222,0.03912291853061801,3,0.20716073860724768,0.20108993140097617,3
can,cql,40000,0.04983686607641474,0.002119123054451377,3,0.19087602819005647,0.04885458315290541,3,-27.107187112172443,0.599545947763592,3,0.6243394464254379,0.0013661792345377398,3,0.8070148974657059,0.0023291169894450346,3,0.23364258805910745,0.0016522862185050942,3,-0.3999715323249499,0.0034386485456372306,3,0.0,0.0,3,0.5152653607620906,0.006193474814965177,3,0.7352378616730372,0.043587080207575964,3,-0.19087602819005647,0.04885458315290541,3
can,cql,45000,0.04926097746938462,0.001911621855271104,3,-0.24959991748134291,0.22169881123783644,3,-25.98042090733846,1.9860658199722516,3,0.6224232713381449,0.000873597351156351,3,0.7975009183088938,0.003384703327900201,3,0.2307012751698494,0.0005696619651760987,3,-0.40075373152891797,0.0034657921344515568,3,0.0,0.0,3,0.5060282280832529,0.006935824169164793,3,0.7380959987640381,0.03853198420156583,3,0.24959991748134291,0.22169881123783644,3
can,cql,50000,0.04909490359326199,0.0023083615854514834,3,-0.08226730550328888,0.2434762435044518,3,-27.246211369832356,1.0347958028705129,3,0.6218436807394028,0.0021310055285268473,3,0.7987425873676935,0.004635259633198937,3,0.23050363858540854,0.002173703964677793,3,-0.40093789001305896,0.0033380059441798808,3,0.0,0.0,3,0.5168530968634389,0.006553101777338305,3,0.719249869386355,0.03947823524879202,3,0.08226730550328888,0.2434762435044518,3
can,cql,55000,0.04917287117180721,0.002498175906738343,3,0.3108169063925743,0.1379065045987211,3,-27.4511456489563,1.4560849118001085,3,0.6232900619506836,0.00042866015016203285,3,0.8062592347462972,0.0004205321102521101,3,0.23463077719012895,0.0011569810678047556,3,-0.4049386754631996,0.0028244403195603037,3,0.0,0.0,3,0.5033926606443738,0.002520505007978401,3,0.7451950560013453,0.03872537273260064,3,-0.3108169063925743,0.1379065045987211,3
can,cql,60000,0.0492519363512595,0.0031646407295922194,3,-0.12864971359570823,0.012263362304945773,3,-28.428776168823244,1.3002141013219604,3,0.6208928823471069,0.00031411486317018354,3,0.799045741558075,0.0033840226476429007,3,0.22980841795603435,0.0006397836131679796,3,-0.40518601934115095,0.00214330806317635,3,0.0,0.0,3,0.5070588916165492,0.004600197736045994,3,0.7416815439860026,0.054553306202222804,3,0.12864971359570823,0.012263362304945773,3
can,cql,65000,0.048973175929859225,0.0027501034271992133,3,0.1374142232040564,0.3224276554878027,3,-29.522995154062908,0.3815897420481528,3,0.623407632112503,0.0024623801434508815,3,0.8009636998176575,0.007193369038290235,3,0.22998048240939775,0.003974627752181012,3,-0.40934868653615314,0.0006554343861609087,3,0.0,0.0,3,0.5115288954043714,0.00624260241959301,3,0.7349614004294077,0.05202373336302496,3,-0.1374142232040564,0.3224276554878027,3
can,cql,70000,0.04909065373552337,0.002310537024808548,3,0.0521928109228611,0.09708577145024307,3,-28.035937309265137,1.230560707824529,3,0.6211639394362768,0.00014689747840136504,3,0.7946879416704178,0.005911937625674808,3,0.22667876755197844,0.0005646576283250707,3,-0.4058319355050723,0.001502082321245653,3,0.0,0.0,3,0.49615954259594314,0.0033094823975847966,3,0.7503299464782079,0.039727643352931115,3,-0.0521928109228611,0.09708577145024307,3
can,cql,75000,0.04911575469498828,0.0014714833942086664,3,0.20022759338219961,0.07047588085756139,3,-28.97464958826701,1.306954782411101,3,0.62222753961881,0.0011742401045603808,3,0.8018259306748708,0.0038938385788970793,3,0.23037575682004294,0.000859124861212081,3,-0.41311520834763843,0.001189437545751541,3,0.0,0.0,3,0.5009872774151775,0.010032473359999274,3,0.7548074920972189,0.03403362141332339,3,-0.20022759338219961,0.07047588085756139,3
can,cql,80000,0.04874081698556735,0.0018868888266205125,3,-0.164276409894228,0.05451624952961662,3,-29.082808017730713,2.1367803310642257,3,0.6196245700120926,0.001449531139628809,3,0.7917816837628683,0.0034284768981231884,3,0.22696941221753755,0.0020525617632010987,3,-0.4103826433420181,0.003663086092312193,3,0.0,0.0,3,0.5175152026609244,0.005210974183663031,3,0.719258094827334,0.019152510054580046,3,0.164276409894228,0.05451624952961662,3
can,cql,85000,0.04825706703898804,0.0016362725228883162,3,-0.3061312089363734,0.3936200386238132,3,-27.721347173055012,2.7067453397918717,3,0.6189868350823721,0.0012820424463165234,3,0.7849969367186228,0.0073181948452969645,3,0.2253999374806881,0.0021577266429412697,3,-0.4093798299630483,0.006374819256500832,3,0.0,0.0,3,0.50087448566154,0.0022354476847123205,3,0.7298163672288259,0.023276872171734533,3,0.3061312089363734,0.3936200386238132,3
can,cql,90000,0.04707206433018044,0.0016046520762528578,3,-0.10676063845554988,0.017820857000787695,3,-29.10981763203939,2.8252195896138916,3,0.6195728500684102,0.000969410750605586,3,0.7916371186574299,0.0021020101287754192,3,0.22805060644944508,0.0013067582614483325,3,-0.4066510419050853,0.0033976294792238443,3,0.0,0.0,3,0.4947434823129186,0.008114259711898185,3,0.7220302740732829,0.0372186843350781,3,0.10676063845554988,0.017820857000787695,3
can,cql,95000,0.045786267829438,0.0013757498615491626,3,-0.042680722971757235,0.4009488355768188,3,-29.731808026631672,3.340509947544554,3,0.6195605993270874,0.0026966067119024275,3,0.7919733375310898,0.0077848502903644385,3,0.22765533005197844,0.004837443542823958,3,-0.40904918561379117,0.004082744457710444,3,0.0,0.0,3,0.4924044482908574,0.0008091656610988449,3,0.706599642833074,0.018400665762626476,3,0.042680722971757235,0.4009488355768188,3
can,cql,100000,0.045120214888205085,0.0010941528721420814,3,0.1728262094159921,0.2741142230106739,3,-29.443724473317463,1.9784639094691912,3,0.6206330309311548,0.0007557472825256134,3,0.7920763989289602,0.005956087123235067,3,0.2275274470448494,0.000321131879749121,3,-0.41325264672438305,0.005600641948800942,3,0.0,0.0,3,0.5016885612135361,0.0009530987484517145,3,0.6884556959072748,0.02105374975285969,3,-0.1728262094159921,0.2741142230106739,3
can,cql,105000,0.04529987955465908,0.0007445328467899903,3,0.04139677683512368,0.20837743277387155,3,-29.580827554066975,1.9477886414715764,3,0.6216826091210047,0.0022757922164777546,3,0.7933962196111679,0.0071579176318245594,3,0.2288062795996666,0.0028135025657721785,3,-0.4095369478066762,0.0025980339754041568,3,0.0,0.0,3,0.48720643896512383,0.006440889221632093,3,0.7058357298374176,0.009814357078802375,3,-0.04139677683512368,0.20837743277387155,3
can,cql,110000,0.045014323402817004,0.0012949119278872993,3,-0.2227897122502327,0.33759419313309563,3,-29.81285047531128,1.7600527212014394,3,0.6180297980705897,0.0027894699555497462,3,0.789518321553866,0.007923082538934268,3,0.22384208689133325,0.002052429243724557,3,-0.4109585260351499,0.003977414724145337,3,0.0,0.0,3,0.48855550550707205,0.005498504400710905,3,0.7068371872107188,0.03570173428081444,3,0.2227897122502327,0.33759419313309563,3
can,cql,115000,0.044306855043396313,0.0016345188424676715,3,0.2507896025975545,0.038299917137506696,3,-30.03366009394328,1.360335201932115,3,0.6215996692577997,0.0006288822903315731,3,0.7986328850189844,0.0018815447121281151,3,0.23073615257938704,0.0011648374306038969,3,-0.4143185541033745,0.0005600153630832457,3,0.0,0.0,3,0.49857880375040137,0.011238864175195687,3,0.6879363159338633,0.04298423035493881,3,-0.2507896025975545,0.038299917137506696,3
can,cql,120000,0.04364984453966215,0.0016551618946942666,3,-0.15785011251767478,0.09449987425496599,3,-27.51722068786621,1.4327442513821294,3,0.6183109561602275,0.000509746474416488,3,0.7863237063090006,0.0015668864010586424,3,0.22456288039684294,0.0008154348712029973,3,-0.4150945425033569,0.0024482870046325256,3,0.0,0.0,3,0.4921577362279039,0.003490571805681361,3,0.6802615563074749,0.023007105778451834,3,0.15785011251767478,0.09449987425496599,3
can,fixalpha,0,0.0099999997764825,0.0,3,45.07044871648153,4.423076520426986,3,-51.56238301595052,0.24033304823570317,3,0.7892680366834005,0.015597262583954092,3,1.634887586037318,0.08139323170934346,3,0.5401902322967848,0.02965557999694086,3,-0.7114471942186356,0.029219713280550775,3,0.0,0.0,3,,,0,,,0,-45.07044871648153,4.423076520426986,3
can,fixalpha,5000,0.0099999997764825,0.0,3,54.526668548583984,1.8672125841668479,3,-61.655954360961914,2.36920132293887,3,0.780493900179863,0.0007014136535626421,3,1.7514950335025787,0.027045290550239503,3,0.5318894411126772,0.005856059869492685,3,-0.9410335769255956,0.01778332672922437,3,0.0,0.0,3,,,0,,,0,-54.526668548583984,1.8672125841668479,3
can,fixalpha,10000,0.0099999997764825,0.0,3,49.55204931894938,1.1236017416503055,3,-53.58556715647379,0.8211658400283575,3,0.7703795780738195,0.002273973630898388,3,1.6836379369099934,0.018408430176753608,3,0.5127069676915804,0.005638919961031227,3,-0.871212457617124,0.009176349003790022,3,0.0,0.0,3,,,0,,,0,-49.55204931894938,1.1236017416503055,3
can,fixalpha,15000,0.0099999997764825,0.0,3,45.167775789896645,1.148909365528004,3,-50.05694452921549,1.3695693454820639,3,0.7609713127215704,0.003464540531244594,3,1.61115097006162,0.02209392036375766,3,0.4942104021708171,0.00663083492860991,3,-0.8401840776205063,0.013264678948970722,3,0.0,0.0,3,,,0,,,0,-45.167775789896645,1.148909365528004,3
can,fixalpha,20000,0.0099999997764825,0.0,3,42.02869256337484,1.367069952898771,3,-50.12374369303385,1.6103477405081408,3,0.7526353498299917,0.003930881886029192,3,1.5564496715863545,0.026379572212961035,3,0.4778181066115697,0.00729059606458605,3,-0.8132927417755127,0.016630688156076795,3,0.0,0.0,3,,,0,,,0,-42.02869256337484,1.367069952898771,3
can,fixalpha,25000,0.0099999997764825,0.0,3,43.11755975087484,2.6844110486324197,3,-46.06599712371826,3.953583617826933,3,0.759930024544398,0.006433079903756092,3,1.595707505941391,0.04774227593308596,3,0.4902692784865697,0.012970785157493331,3,-0.7859714329242706,0.016394741420425005,3,0.0,0.0,3,,,0,,,0,-43.11755975087484,2.6844110486324197,3
can,fixalpha,30000,0.0099999997764825,0.0,3,38.96086705525716,2.2535486045349673,3,-43.80361811319987,5.456862421699599,3,0.7532373706499736,0.006429759742746106,3,1.5234191179275511,0.04568289249195121,3,0.4760788897673289,0.012814891250802896,3,-0.7657455245653789,0.01210966922488227,3,0.0,0.0,3,,,0,,,0,-38.96086705525716,2.2535486045349673,3
can,fixalpha,35000,0.0099999997764825,0.0,3,38.608446756998696,1.4909581460244623,3,-44.87426344553629,4.865729907793018,3,0.7514116913080215,0.0057995105768202364,3,1.5171414017677307,0.0356569331879096,3,0.4746559038758278,0.010925009216859445,3,-0.7655099531014761,0.01021451575393305,3,0.0,0.0,3,,,0,,,0,-38.608446756998696,1.4909581460244623,3
can,fixalpha,40000,0.0099999997764825,0.0,3,39.45220820109049,2.6815613430317495,3,-45.78053410847982,4.995437887323132,3,0.7556641399860382,0.007543076961471103,3,1.5428436994552612,0.04986901609896914,3,0.4803641388813655,0.014209821354533391,3,-0.7393310417731603,0.011813072792421548,3,0.0,0.0,3,,,0,,,0,-39.45220820109049,2.6815613430317495,3
can,fixalpha,45000,0.0099999997764825,0.0,3,39.72027047475179,2.0810628308119337,3,-45.865595976511635,5.913739270716131,3,0.7590611179669698,0.006103440095910977,3,1.5556721687316895,0.03770648142773943,3,0.4880022605260213,0.011663624697488278,3,-0.735463485121727,0.019619869219331943,3,0.0,0.0,3,,,0,,,0,-39.72027047475179,2.0810628308119337,3
can,fixalpha,50000,0.0099999997764825,0.0,3,38.20269298553467,1.2622293980155472,3,-46.04852898915609,4.036839525826362,3,0.7532589137554169,0.002877167604330403,3,1.5207430322964985,0.017257090230094432,3,0.4763067588210106,0.005277893553408031,3,-0.7359883983929952,0.011755015807481724,3,0.0,0.0,3,,,0,,,0,-38.20269298553467,1.2622293980155472,3
can,fixalpha,55000,0.0099999997764825,0.0,3,39.10774930318197,1.3442374682158964,3,-44.654879887898765,2.8785022237502353,3,0.7566820581754049,0.00434101215955796,3,1.5384068687756856,0.028571514979431212,3,0.4832008232673009,0.007544705024913613,3,-0.7442582647005717,0.010838811822250567,3,0.0,0.0,3,,,0,,,0,-39.10774930318197,1.3442374682158964,3
can,fixalpha,60000,0.0099999997764825,0.0,3,38.741111246744794,2.1192861407566332,3,-41.08179499308268,4.299095185509772,3,0.7565635800361633,0.004775188533856338,3,1.530795407295227,0.03454592514993547,3,0.4815662403901418,0.010636025671604904,3,-0.7482228994369508,0.018762878294937016,3,0.0,0.0,3,,,0,,,0,-38.741111246744794,2.1192861407566332,3
can,fixalpha,65000,0.0099999997764825,0.0,3,37.464585304260254,1.5467615808905701,3,-42.29067325592041,4.76594337661713,3,0.7515424241622289,0.0030128538471275775,3,1.506427377462387,0.0244092790548025,3,0.4748070339361827,0.0058369913562690955,3,-0.7413088182608286,0.0182079247370649,3,0.0,0.0,3,,,0,,,0,-37.464585304260254,1.5467615808905701,3
can,fixalpha,70000,0.0099999997764825,0.0,3,38.53178723653158,1.8006975370109126,3,-43.5156888961792,4.5331709301012255,3,0.756093959013621,0.0042507788723041345,3,1.5273525714874268,0.0321256294597265,3,0.4808407947421074,0.008812340531042127,3,-0.7370676795641581,0.012806962251021804,3,0.0,0.0,3,,,0,,,0,-38.53178723653158,1.8006975370109126,3
can,fixalpha,75000,0.0099999997764825,0.0,3,37.935394605000816,1.6052232205225607,3,-45.78995164235433,4.11477113777923,3,0.7551611363887787,0.005151230090676542,3,1.513583113749822,0.03143135197551443,3,0.4800502484043439,0.009528144794422107,3,-0.7487663229306539,0.01829433178105081,3,0.0,0.0,3,,,0,,,0,-37.935394605000816,1.6052232205225607,3
can,fixalpha,80000,0.0099999997764825,0.0,2,37.702064037323,1.1423373222351074,2,-43.75021934509277,0.3225431442260742,2,0.7541800662875175,0.0007244125008583069,2,1.510009229183197,0.00856122374534607,2,0.4763358198106289,0.0009591169655323029,2,-0.7465601339936256,0.023558475077152252,2,0.0,0.0,2,,,0,,,0,-37.702064037323,1.1423373222351074,2
can,fixalpha,85000,0.0099999997764825,0.0,2,37.820775508880615,1.8743844032287598,2,-46.169753074645996,1.180283546447754,2,0.7550245150923729,0.0015131756663322449,2,1.511143997311592,0.018739566206932068,2,0.4787249118089676,0.003487721085548401,2,-0.7421568632125854,0.03072892129421234,2,0.0,0.0,2,,,0,,,0,-37.820775508880615,1.8743844032287598,2
can,fixalpha,90000,0.0099999997764825,0.0,2,37.255022048950195,1.9648372650146513,2,-48.10993881225586,1.6423759460449219,2,0.7527901828289032,0.0006765425205230713,2,1.495081889629364,0.01591712236404419,2,0.47361887991428375,0.0034179657697677723,2,-0.7549527764320374,0.04472681283950805,2,0.0,0.0,2,,,0,,,0,-37.255022048950195,1.9648372650146513,2
can,fixalpha,95000,0.0099999997764825,0.0,2,37.627885818481445,2.148318290710449,2,-48.52160596847534,1.7348599433898926,2,0.7539001330733299,0.002227701246738434,2,1.5083221793174744,0.03140345215797424,2,0.4751499928534031,0.0080392025411129,2,-0.7518159374594688,0.025133006274700165,2,0.0,0.0,2,,,0,,,0,-37.627885818481445,2.148318290710449,2
can,fixalpha,100000,0.0099999997764825,0.0,2,38.655903816223145,2.4213199615478516,2,-47.79086351394653,0.6849551200866699,2,0.7562625780701637,0.004284895956516266,2,1.5264944285154343,0.03330828249454498,2,0.4779576137661934,0.007777616381645203,2,-0.7588291987776756,0.03424116224050522,2,0.0,0.0,2,,,0,,,0,-38.655903816223145,2.4213199615478516,2
can,fixalpha,105000,0.0099999997764825,0.0,2,37.94824457168579,1.0583605766296387,2,-46.96374702453613,1.2256278991699219,2,0.7537485435605049,0.002499975264072418,2,1.505020409822464,0.0008752048015594482,2,0.4754290133714676,0.0057373046875,2,-0.7652312889695168,0.031366415321826935,2,0.0,0.0,2,,,0,,,0,-37.94824457168579,1.0583605766296387,2
can,fixalpha,110000,0.0099999997764825,0.0,2,37.83524227142334,1.499847412109375,2,-46.528220653533936,3.0940861701965385,2,0.7548505216836929,0.001108214259147644,2,1.5113494247198105,0.014568790793418884,2,0.4801548756659031,0.0012207068502902985,2,-0.7414842024445534,0.029107220470905304,2,0.0,0.0,2,,,0,,,0,-37.83524227142334,1.499847412109375,2
can,fixalpha,115000,0.0099999997764825,0.0,2,37.26589775085449,0.037299156188964844,2,-50.72400903701782,2.4795756340026855,2,0.7546309530735016,0.004315868020057678,2,1.5009192526340485,0.010747820138931274,2,0.4771903119981289,0.006870817393064499,2,-0.7438744753599167,0.02300092577934265,2,0.0,0.0,2,,,0,,,0,-37.26589775085449,0.037299156188964844,2
can,fixalpha,120000,0.0099999997764825,0.0,2,36.59864692687988,0.31106605529785547,2,-50.33913192749023,1.0879562377929712,2,0.751458352804184,0.004040974378585777,2,1.4851551055908203,0.017805075645446866,2,0.4720842868089676,0.008663502335548412,2,-0.7564398407936097,0.014808011054992715,2,0.0,0.0,2,,,0,,,0,-36.59864692687988,0.31106605529785547,2
can,fixalpha_003,0,0.0299999993294477,0.0,3,9.34490164120992,1.3416370722849693,3,-49.82593027750651,1.5538009986275054,3,0.6730584800243378,0.010212278444924729,3,0.9860887279113134,0.03494132379008331,3,0.3150576750437419,0.017257880980695067,3,-0.4320023295780023,0.02983924964641969,3,0.0,0.0,3,,,0,,,0,-9.34490164120992,1.3416370722849693,3
can,fixalpha_003,5000,0.0299999993294477,0.0,3,20.325499375661213,1.16108282859458,3,-60.85454177856445,2.9112693644683842,3,0.6896323760350546,0.0054265861791470815,3,1.1794001758098602,0.023901911944069616,3,0.3556199024120967,0.007830885491343694,3,-0.6387037187814713,0.007286863765641981,3,0.0,0.0,3,,,0,,,0,-20.325499375661213,1.16108282859458,3
can,fixalpha_003,10000,0.0299999993294477,0.0,3,17.996110439300537,0.4843942052132746,3,-53.52911218007406,2.427784026333286,3,0.681321586171786,0.0006674615626071472,3,1.134416898091634,0.005646913681908803,3,0.3419480249285698,0.0014509854538070448,3,-0.6198080281416575,0.013201943543224981,3,0.0,0.0,3,,,0,,,0,-17.996110439300537,0.4843942052132746,3
can,fixalpha_003,15000,0.0299999993294477,0.0,3,16.493370215098064,0.7063144343684654,3,-51.15519873301188,3.539929876300215,3,0.6817753811677297,0.0027492760568378917,3,1.1235543886820476,0.014435897427380268,3,0.339808888733387,0.0049267519772431875,3,-0.5869196454683939,0.00786818056727187,3,0.0,0.0,3,,,0,,,0,-16.493370215098064,0.7063144343684654,3
can,fixalpha_003,20000,0.0299999993294477,0.0,3,16.708104689915974,0.8590707886448103,3,-49.56415843963623,5.3332528927845875,3,0.6871277044216791,0.0032515776129179025,3,1.1369421084721882,0.019267652792933822,3,0.3494350065787633,0.005031515236957656,3,-0.5657705267270406,0.013125363779477487,3,0.0,0.0,3,,,0,,,0,-16.708104689915974,0.8590707886448103,3
can,fixalpha_003,25000,0.0299999993294477,0.0,3,16.503950993220013,2.292875413606304,3,-45.44257481892904,6.57875130425179,3,0.6911864628394445,0.008986752251701625,3,1.144677609205246,0.042020459795747485,3,0.3554455141226451,0.014766768074166959,3,-0.5365218768517176,0.024285368309156445,3,0.0,0.0,3,,,0,,,0,-16.503950993220013,2.292875413606304,3
can,fixalpha_003,30000,0.0299999993294477,0.0,3,15.5978458404541,2.7705747195083483,3,-40.24533780415853,9.638731456324024,3,0.6855660041173298,0.010227924106133759,3,1.1232587019602456,0.051575849532684924,3,0.34534972111384077,0.017105308394170356,3,-0.5451747993628184,0.026053727873952163,3,0.0,0.0,3,,,0,,,0,-15.5978458404541,2.7705747195083483,3
can,fixalpha_003,35000,0.0299999993294477,0.0,3,14.682324965794882,2.4379167283481635,3,-41.45042530695597,9.625603269343037,3,0.6835651795069376,0.008129042228082901,3,1.1060376067956288,0.041768489707436234,3,0.3409249559044838,0.014306739584234708,3,-0.5376034379005432,0.030299010033900727,3,0.0,0.0,3,,,0,,,0,-14.682324965794882,2.4379167283481635,3
can,fixalpha_003,40000,0.0299999993294477,0.0,3,14.413310527801514,1.7696448579189303,3,-42.57911856969198,7.91573907410012,3,0.6838191151618958,0.00669637576414947,3,1.1026606857776642,0.03180296430234772,3,0.3425525650382042,0.009700354492100242,3,-0.5224196116129557,0.025536398348833176,3,0.0,0.0,3,,,0,,,0,-14.413310527801514,1.7696448579189303,3
can,fixalpha_003,45000,0.0299999993294477,0.0,3,13.45622730255127,1.9315481622235025,3,-44.90617640813192,6.887174576537035,3,0.6818618575731913,0.008125470260487402,3,1.0883683760960896,0.038886830634181135,3,0.337100088596344,0.013689915951113631,3,-0.5185471127430598,0.015009712895557317,3,0.0,0.0,3,,,0,,,0,-13.45622730255127,1.9315481622235025,3
can,fixalpha_003,50000,0.0299999993294477,0.0,3,12.759630997975668,1.4579501325722237,3,-42.69488445917765,6.64054693555139,3,0.6781715005636215,0.006233318171194594,3,1.070058802763621,0.02684327620667467,3,0.3297177429000537,0.011050915809901366,3,-0.5090404401222864,0.013606827041168343,3,0.0,0.0,3,,,0,,,0,-12.759630997975668,1.4579501325722237,3
can,fixalpha_003,55000,0.0299999993294477,0.0,3,12.30631399154663,1.5730782808428156,3,-43.85408433278402,8.882252123669733,3,0.6771669487158457,0.005167641534233487,3,1.0658966501553853,0.0292007196840383,3,0.3292527124285698,0.010899872714200657,3,-0.5013836473226547,0.018205188477132067,3,0.0,0.0,3,,,0,,,0,-12.30631399154663,1.5730782808428156,3
can,fixalpha_003,60000,0.0299999993294477,0.0,3,12.237466176350912,1.4064709742222927,3,-42.6658016204834,8.164468468507835,3,0.6760516842206319,0.0045937956819277325,3,1.0570659399032591,0.02552293505544308,3,0.3273251593112945,0.008849754193202636,3,-0.5068282226721446,0.014510173016107759,3,0.0,0.0,3,,,0,,,0,-12.237466176350912,1.4064709742222927,3
can,fixalpha_003,65000,0.0299999993294477,0.0,3,11.649648586908976,1.6713793179289984,3,-44.159388383229576,5.93074997478091,3,0.6740640352169672,0.006380176689601747,3,1.0453481078147888,0.033715145299856863,3,0.3223237668474515,0.013398731940368443,3,-0.5045373017589251,0.012152490232937099,3,0.0,0.0,3,,,0,,,0,-11.649648586908976,1.6713793179289984,3
can,fixalpha_003,70000,0.0299999993294477,0.0,3,11.45038636525472,1.395628302148011,3,-44.07629648844401,6.028967517752163,3,0.6727679371833801,0.005843120122383569,3,1.0416531711816788,0.029562269265915923,3,0.3193243270119031,0.010635065932368643,3,-0.5049371222654978,0.013370771517625562,3,0.0,0.0,3,,,0,,,0,-11.45038636525472,1.395628302148011,3
can,fixalpha_003,75000,0.0299999993294477,0.0,3,11.489659706751505,1.0391886762320866,3,-44.724761962890625,5.183587778160753,3,0.6762944708267847,0.004255214263558949,3,1.0481672286987305,0.02323550405183931,3,0.3238234892487526,0.009234003056335741,3,-0.5037787059942881,0.006858094071334251,3,0.0,0.0,3,,,0,,,0,-11.489659706751505,1.0391886762320866,3
can,fixalpha_003,80000,0.0299999993294477,0.0,3,10.532463232676188,0.9500403847304517,3,-45.40082041422526,4.841009246517521,3,0.6696196446816126,0.004039965287711788,3,1.0231751203536987,0.020799858289410802,3,0.3145810241500537,0.007896501534911596,3,-0.502314085761706,0.005821779281996102,3,0.0,0.0,3,,,0,,,0,-10.532463232676188,0.9500403847304517,3
can,fixalpha_003,85000,0.0299999993294477,0.0,3,11.172220150629679,0.4695616180823693,3,-47.9979616800944,4.390236587894133,3,0.6778018375237783,0.003408653789878005,3,1.04354232052962,0.014560144227056267,3,0.3245094045996666,0.004070606572453847,3,-0.49362142384052277,0.004735762574014056,3,0.0,0.0,3,,,0,,,0,-11.172220150629679,0.4695616180823693,3
can,fixalpha_003,90000,0.0299999993294477,0.0,3,10.162022654215495,0.18987014747970282,3,-46.83036702473959,3.6561893937264776,3,0.6720274607340495,0.0019383137425056146,3,1.019522742430369,0.0063629557129248025,3,0.3160621424516042,0.002558324798585126,3,-0.4961115380128225,0.0019300198448088848,3,0.0,0.0,3,,,0,,,0,-10.162022654215495,0.18987014747970282,3
