task,group,bin_online,ent_coef_mean,ent_coef_sem,ent_coef_count,logp_mean_mean,logp_mean_sem,logp_mean_count,qw_mean_mean,qw_mean_sem,qw_mean_count,w_absmean_mean,w_absmean_sem,w_absmean_count,mu_absmean_mean,mu_absmean_sem,mu_absmean_count,w_frac_sat_mean,w_frac_sat_sem,w_frac_sat_count,log_std_mean_mean,log_std_mean_sem,log_std_mean_count,offline_p_mean,offline_p_sem,offline_p_count,ratio_ge_gq_mean,ratio_ge_gq_sem,ratio_ge_gq_count,gq_norm_mean,gq_norm_sem,gq_norm_count,entropy_estimate_mean,entropy_estimate_sem,entropy_estimate_count
can,alr_double,115000,0.045715735433623145,0.0035869937679651985,3,0.3370642773807049,0.12803380977271991,3,-35.31651210784912,1.9641770444875075,3,0.6241130183140436,0.0024301261920335344,3,0.803520068526268,0.008675137561081037,3,0.2309570424258709,0.0030519063795430446,3,-0.4148162826895714,0.006269178622017355,3,0.0,0.0,3,,,0,,,0,-0.3370642773807049,0.12803380977271991,3
can,alr_double,120000,0.045541495941579295,0.0035036840826336776,3,-0.06481701234976449,0.21706807934935565,3,-33.17040774027506,1.000837993635461,3,0.6218442678451538,0.0002059697405710841,3,0.7898925145467123,0.001866771211507835,3,0.22893416186173757,0.0007093502965955519,3,-0.41000860929489136,0.00829026536743001,3,0.0,0.0,3,,,0,,,0,0.06481701234976449,0.21706807934935565,3
can,alr_half,0,0.5957626953721046,0.00035533092544680984,3,-16.88019069035848,0.27131304987209326,3,166.64912033081055,1.7631084442941056,3,0.5233478546142578,0.0015102700975143514,3,0.22589851853748155,0.012969882351381435,3,0.10273670529325803,0.0015156339823618747,3,-0.1830338599781195,0.008018273303273753,3,0.0,0.0,3,,,0,,,0,16.88019069035848,0.27131304987209326,3
can,alr_half,5000,0.25956754398842646,0.0012858792826305593,3,-9.189128637313843,0.6403719802959926,3,184.42864863077799,3.6063871472186677,3,0.5639354934295019,0.0038864003663555994,3,0.5361321121454239,0.02044769020722048,3,0.1532273143529892,0.004248458484305357,3,-0.2995121131340663,0.01722369763761377,3,0.0,0.0,3,,,0,,,0,9.189128637313843,0.6403719802959926,3
can,alr_half,10000,0.13051371956244107,0.0009787294886111145,3,-2.171638230482737,0.527946087501114,3,113.13861846923828,5.9855810479925,3,0.5937083711226782,0.0057556558177746745,3,0.7201227496067683,0.018928263657988335,3,0.19454520816604295,0.008422977594118187,3,-0.42064444720745087,0.00907515893788831,3,0.0,0.0,3,,,0,,,0,2.171638230482737,0.527946087501114,3
can,alr_half,15000,0.09733147611841554,0.0007527243162293609,3,0.5219048727303743,0.354320633278071,3,45.773465156555176,1.9570509190143595,3,0.6090253045161566,0.003337714408718628,3,0.7857986390590668,0.011130127193939325,3,0.21359980230530104,0.006429036724425644,3,-0.4632183288534482,0.007702804837647348,3,0.0,0.0,3,,,0,,,0,-0.5219048727303743,0.354320633278071,3
can,alr_half,20000,0.08863474863270915,0.005125817605393978,3,0.5724173442771038,0.1311786018545405,3,3.8956838846206665,3.964544756279342,3,0.6143392622470856,0.0027645085687735453,3,0.7965087393919627,0.007525182729226574,3,0.22347006077567735,0.004003359218373301,3,-0.43908291558424634,0.00819064746121514,3,0.0,0.0,3,,,0,,,0,-0.5724173442771038,0.1311786018545405,3
can,alr_half,25000,0.08245998239144678,0.0030564795327049643,3,0.5085111757119497,0.18669803446242905,3,-9.568689783414206,4.113817985987146,3,0.6142172714074453,0.0016050989451458259,3,0.7978448818127314,0.004645791333305533,3,0.22348168989022574,0.0015786627563811326,3,-0.43166810025771457,0.005818850483697243,3,0.0,0.0,3,,,0,,,0,-0.5085111757119497,0.18669803446242905,3
can,alr_half,30000,0.07410253328581648,0.002699921275449477,3,0.18119533260663354,0.2409301147363553,3,-14.305977805455527,2.7002925966317153,3,0.6151401201883951,0.0020022711944053134,3,0.7951562881469726,0.001926661814278567,3,0.2250000099341075,0.0016741852254866718,3,-0.4225181043148041,0.007395171601480556,3,0.0,0.0,3,,,0,,,0,-0.18119533260663354,0.2409301147363553,3
can,alr_half,35000,0.06833628925184403,0.00390880518453153,3,-0.06722436721126239,0.12330748961246556,3,-19.423006375630695,3.6492155506389317,3,0.6163056294123331,0.0012762479395734816,3,0.7931645015875498,0.003627555743753525,3,0.2221796028316021,0.0019219790418640533,3,-0.4164617657661438,0.0035404434239136658,3,0.0,0.0,3,,,0,,,0,0.06722436721126239,0.12330748961246556,3
