task,method,q_mean_mean,q_mean_sem,q_mean_count,q_ood_mean_mean,q_ood_mean_sem,q_ood_mean_count,return_mean_mean,return_mean_sem,return_mean_count,floored_frac_mean,floored_frac_sem,floored_frac_count,q_data_minus_G_mean,q_data_minus_G_sem,q_data_minus_G_count,q_ood_minus_G_mean,q_ood_minus_G_sem,q_ood_minus_G_count,q_ood_minus_data_mean,q_ood_minus_data_sem,q_ood_minus_data_count,distill_loss_last10_mean,distill_loss_last10_sem,distill_loss_last10_count
can,calql,-88.7001251220703,1.4155501574446852,3,-159.3598403930664,1.3723209735034771,3,-101.27476425170899,1.6435491092680803,3,0.9737955729166666,0.0016187912446818122,3,12.574639129638669,0.30424712834923334,3,-58.085076141357426,0.5820733471988625,3,-70.6597152709961,0.6596921849100178,3,145.36680679321287,7.5869127178751326,3
can,cql,-97.01696345011392,1.3296051438750756,3,-171.1141169230143,1.6540131815936412,3,-101.27476425170899,1.6435491092680803,3,0.0,0.0,3,4.257800801595053,0.3178024729093736,3,-69.83935267130535,0.41925437572272384,3,-74.0971534729004,0.5354985814639613,3,131.31852315266926,6.6683310532508315,3
can,td,-151.67768758138018,3.5267787758461684,3,-152.02176818847656,3.591197694671512,3,-103.08128000895182,0.4052020865347759,3,,,0,-48.596407572428376,3.889407013091435,3,-48.94048817952473,3.9533042677657746,3,-0.3440806070963542,0.0650706662751697,3,21.32157481511434,0.5185900742841674,3
square,calql,-116.30538838704427,0.4244117326259295,3,-130.06736297607424,0.42861364308924876,3,-153.19834696451824,0.9484629044393169,3,0.19625651041666667,0.0020438587072965056,3,36.892958577473955,0.5272002535793421,3,23.13098398844401,0.6201623196792994,3,-13.761974589029947,0.1887332525170346,3,173.0543820699056,2.1285589800905944,3
square,cql,-138.04950764973958,0.4860062206165231,3,-151.32158355712892,0.7175198671919338,3,-153.19834696451824,0.9484629044393169,3,0.0,0.0,3,15.148839314778646,0.8301234700459905,3,1.8767634073893096,1.145520934209146,3,-13.272075907389336,0.3424580414911442,3,158.8124122619629,7.429287267226959,3
square,td,-255.18399556477866,0.594127905779537,3,-254.71959279378257,0.32182769314462867,3,-156.33287811279297,0.781868171218513,3,,,0,-98.85111745198567,0.9123344721707989,3,-98.3867146809896,0.651811255429757,3,0.4644027709960786,0.3404538422215686,3,281.02012964884443,16.096783444066652,3
